value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
38016683|AAR07704.1|AY378100.1|1|1|rmpA2|rmpA2|mucoid_phenotype_regulator_RmpA2 AY378100.1:55749-56387
37222597|AAQ90017.1|AY387659.1|1|1|ymoA|ymoA|expression_modulating_protein_YmoA AY387659.1:628-831
356598351|AET14866.1|CP000913.1|1|1|stb|stb|heat-stable_enterotoxin_ST-II CP000913.1:5269-5054
374343131|BAL46940.1|AB647368.1|1|1|alpha|alpha|intimin_type_alpha AB647368.1:1-2820
374343133|BAL46941.1|AB647369.1|1|1|epsilon-2|epsilon-2|intimin_type_epsilon AB647369.1:1-2847
537391516|AGU62139.1|CP003979.1|1|1|hld|hld|delta-hemolysin CP003979.1:2033791-2033711
26109853|AAN82058.1|AE014075.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AE014075.1:3450866-3448776
535090|CAA85371.1|Z36901.1|1|1|stxB1c|stxB1c|Shiga_toxin_Stx1c_subunit_B Z36901.1:1114-1383
26107834|AAN80033.1|AE014075.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss AE014075.1:1423221-1422880
26106648|AAN78833.1|AE014075.1|1|1|pic_auto|pic_auto|serine_protease_autotransporter_toxin_Pic AE014075.1:330324-326209
257146546|CAX45714.1|FM998844.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A FM998844.1:1-960
77997600|ABB16332.1|DQ206455.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir DQ206455.1:1-1650
81240477|ABB61187.1|CP000034.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN CP000034.1:963985-966162
753571957|AJI07989.1|CP009591.1|1|1|bpsC|bpsC|UTP--glucose-1-phosphate_uridylyltransferase_BpsC CP009591.1:200883-199996
760237701|AJP10340.1|CP010905.2|1|1|tcdC|tcdC|glycosylating_toxin_anti-sigma_factor_TcdC CP010905.2:789548-788850
83308567|CAI79539.1|CR942285.1|1|1|eatA|eatA|serine_protease_autotransporter_toxin_EatA CR942285.1:46166-42072
87203189|ABD30999.1|CP000253.1|1|1|splE|splE|serine_protease_SplE CP000253.1:1844032-1843316
9655957|AAF94613.1|AE003852.1|1|1|ctxB|ctxB|cholera_enterotoxin_binding_subunit_CtxB AE003852.1:1567341-1566967
221361476|CAX18646.1|FM986651.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir FM986651.1:32871-31222
218431740|CAR12622.1|CU928163.2|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CU928163.2:1429800-1429507
253721159|ACT33468.1|CP001162.1|1|1|f17a|f17a|F17A_fimbrial_adhesin CP001162.1:9749-10297
254692351|CAR47993.1|FM201463.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA FM201463.1:30330-30908
218428762|CAR09703.2|CU928162.2|1|1|ireA|ireA|TonB-dependent_siderophore_receptor_IreA CU928162.2:3478980-3476932
6470209|AAF13663.1|AF188935.1|1|1|capB|capB|capsule_biosynthesis_protein_CapB AF188935.1:57483-56089
222708729|ACM67166.1|FJ609821.1|1|1|gamma-5|gamma-5|intimin_type_gamma FJ609821.1:126-2930
62085704|AAX63244.1|AY970782.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF AY970782.1:1-903
753372338|AJH19624.1|CP009692.1|1|1|entFM|entFM|enterotoxin_EntFM CP009692.1:3894984-3893674
222708741|ACM67172.1|FJ609827.1|1|1|epsilon-3|epsilon-3|intimin_type_epsilon FJ609827.1:126-2972
222708751|ACM67177.1|FJ609832.1|1|1|gamma-5|gamma-5|intimin_type_gamma FJ609832.1:126-2930
222708711|ACM67157.1|FJ609812.1|1|1|beta-1|beta-1|intimin_type_beta FJ609812.1:126-2945
222708709|ACM67156.1|FJ609811.1|1|1|epsilon-8|epsilon-8|intimin_type_epsilon FJ609811.1:125-2971
616824935|KAG18833.1|JIJZ01000001.1|1|1|sel26|sel26|staphylococcal_enterotoxin_type_26 JIJZ01000001.1:102667-101915
222708705|ACM67154.1|FJ609809.1|1|1|gamma-6|gamma-6|intimin_type_gamma FJ609809.1:125-2932
56383952|AAN45165.2|AE005674.2|1|1|iutA|iutA|ferric_aerobactin_receptor_IutA AE005674.2:3826603-3828798
257766024|BAI37519.1|AP010960.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AP010960.1:3721399-3720611
9655958|AAF94614.1|AE003852.1|1|1|ctxA|ctxA|cholera_enterotoxin_catalytic_subunit_CtxA AE003852.1:1568114-1567338
991872253|AMG40538.1|CP014064.2|1|1|sel|sel|staphylococcal_enterotoxin_type_L CP014064.2:7864-7142
510491315|CCV30618.1|HF933206.1|1|1|inv|inv|autotransporter_invasin_Inv HF933206.1:3064429-3066936
50956507|AAT90756.1|AY647257.1|1|1|tcbA|tcbA|Tc_family_toxin_subunit_TcbA AY647257.1:2551-9057
49425213|AAT66000.1|AY633467.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY633467.1:1-960
49425231|AAT66012.1|AY633473.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY633473.1:1-960
49425228|AAT66010.1|AY633472.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A AY633472.1:1-960
52854784|AAU88264.1|AY696753.1|1|1|cdtB|cdtB|cytolethal_distending_toxin_nuclease_subunit_CdtB AY696753.1:846-1655
8346571|CAB77169.2|AJ249351.2|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A AJ249351.2:3364-4323
83408547|CAJ44959.1|AJ009631.3|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AJ009631.3:10261-12357
78057506|ABB17254.1|DQ211582.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha DQ211582.1:155-2245
755408439|AJJ21453.1|CP009845.1|1|1|yopH|yopH|T3SS_effector_protein-tyrosine-phosphatase_YopH CP009845.1:6-1412
929032|CAA51959.1|X73562.1|1|1|iap|iap|ADP-ribosylating_binary_toxin_iota_enzymatic_subunit_Ia X73562.1:1465-2829
9858183|AAG01033.1|AF291819.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AF291819.1:29-988
871816|AAA69514.1|L33969.1|1|1|f17g|f17g|F17G_fimbrial_adhesin L33969.1:13-1044
86753172|ABD14714.1|DQ360825.1|1|1|cesD|cesD|cereulide_export_ABC_transporter_permease_subunit_CesD DQ360825.1:26137-26943
8926247|AAF81760.1|AF271719.1|1|1|bin_CdtA|bin_CdtA|ADP-ribosylating_binary_toxin_enzymatic_subunit_CdtA AF271719.1:1-1392
47600653|CAE55775.1|AJ586888.1|1|1|sat_auto|sat_auto|serine_protease_autotransporter_toxin_Sat AJ586888.1:26692-30579
45124783|CAF33353.1|AJ629412.1|1|1|sph|sph|sphingomyelinase_C AJ629412.1:1-1017
50983078|AAT92048.1|AY578329.1|1|1|cdtB_IV|cdtB_IV|cytolethal_distending_toxin_type_IV_nuclease_subunit_CdtB AY578329.1:6212-7033
42295|CAA43564.1|X61239.1|1|1|papC|papC|P_fimbrial_usher_protein_PapC X61239.1:3030-5540
41581525|AAS07600.1|AY443054.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A AY443054.1:1-960
44982387|AAS50165.1|AY536378.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AY536378.1:1857-3953
42968|CAA43585.1|X61283.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A X61283.1:164-1123
61652457|AAX47731.1|AY944738.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AY944738.1:1-1617
57434445|CAI43862.1|AJ303141.2|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ303141.2:71801-71223
62550724|AAX88798.1|AY818309.1|1|1|alo|alo|anthrolysin_O/cereolysin_O_family_cholesterol-dependent_cytolysin_Alo AY818309.1:585-2114
5453451|AAD43579.1|AF161001.1|1|1|astA|astA|heat-stable_enterotoxin_EAST1 AF161001.1:1-117
531400|AAA57454.1|U12894.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA U12894.1:3985-4500
41581504|AAS07586.1|AY443047.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AY443047.1:1-960
12516088|AAG56990.1|AE005174.2|1|1|espJ|espJ|type_III_secretion_system_effector_ADP-ribosyltransferase_EspJ AE005174.2:2743790-2744443
12513756|AAG55141.1|AE005174.2|1|1|nleC|nleC|type_III_secretion_system_effector_zinc_metalloprotease_NleC AE005174.2:927313-928305
13364145|BAB38093.1|BA000007.3|1|1|lpfA2|lpfA2|long_polar_fimbria_major_subunit_LpfA2 BA000007.3:4704709-4704107
1335846560|AUU54669.1|CP026068.1|1|1|hlgA|hlgA|bi-component_gamma-hemolysin_HlgAB_subunit_A CP026068.1:1865870-1866799
146519|AAA24032.1|M29374.1|1|1|faeG|faeG|F4_(K88)_fimbria_major_subunit/adhesin_FaeG M29374.1:36-893
145510|AAC41416.1|M55661.1|1|1|cfaC|cfaC|CFA/I_pilus_usher_protein_CfaC M55661.1:2170-4779
139003812|BAF52367.1|AB275122.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275122.1:1-1176
13811426|AAK40114.1|AF354753.1|1|1|hreP|hreP|subtilisin/kexin-like_serine_protease_HreP AF354753.1:573-2222
14549666|AAK66972.1|AF329817.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AF329817.1:35-994
14252933|CAC39288.1|AJ278144.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AJ278144.1:17821-19908
124107905|ABM90589.1|EF011045.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011045.1:5-829
1134531378|APX31177.1|CP016838.1|1|1|LHR_kefB|LHR_kefB|heat_resistance_system_K+/H+_antiporter_KefB-GI CP016838.1:144695-146410
1214585035|ASJ31253.1|CP011915.1|1|1|sfaF|sfaF|S/F1C_fimbrial_biogenesis_usher_protein_SfaF/FocD CP011915.1:3843958-3841328
121308177|CAM11325.1|AM422007.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM422007.1:1-1329
124106634|BAF45439.1|AB253559.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253559.1:1-753
1214979888|ASK37426.1|KY706108.1|1|1|aar|aar|AggR-activated_transcriptional_regulator_Aar KY706108.1:67573-67773
116247944|ABJ90288.1|DQ995282.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF DQ995282.1:45-947
1212330120|ASF80766.1|KY887595.1|1|1|LHR_yfdX2|LHR_yfdX2|heat_resistance_protein_YfdX2 KY887595.1:166946-167833
116765836|ABK27165.1|EF030427.1|1|1|selV|selV|staphylococcal_enterotoxin_type_V EF030427.1:1-720
239793078|BAH72965.1|AB472834.1|1|1|cdtB_II|cdtB_II|cytolethal_distending_toxin_type_II_nuclease_subunit_CdtB AB472834.1:1324-2133
257755753|BAI27255.1|AP010953.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AP010953.1:4032151-4034241
254593030|ACT72391.1|CP001368.1|1|1|tccP|tccP|Tir-cytoskeleton_coupling_protein_TccP CP001368.1:2576142-2577155
257760795|BAI32292.1|AP010958.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB AP010958.1:3638735-3639724
257759657|BAI31154.1|AP010958.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AP010958.1:2388096-2388848
22759891|BAC10992.1|AB071624.1|1|1|stxB1c|stxB1c|Shiga_toxin_Stx1c_subunit_B AB071624.1:1-270
22759883|BAC10988.1|AB071620.1|1|1|stxB1c|stxB1c|Shiga_toxin_Stx1c_subunit_B AB071620.1:1-270
3478675|AAC33154.1|AF004308.1|1|1|lngA|lngA|type_IV_pilus_longus_major_pilin AF004308.1:55-765
343381794|AEM17342.1|JF297618.1|1|1|cdtB|cdtB|cytolethal_distending_toxin_nuclease_subunit_CdtB JF297618.1:1013-1822
374343609|BAL47179.1|AB647607.1|1|1|epsilon-2|epsilon-2|intimin_type_epsilon AB647607.1:1-2847
356484899|AET11995.1|JN159731.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA JN159731.1:4102-2777
326941472|AEA17368.1|CP001907.1|1|1|plcA|plcA|phosphatidylinositol_diacylglycerol-lyase CP001907.1:3720397-3719408
325048866|BAJ79297.1|AB571095.1|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA AB571095.1:34-516
341849332|EGS90476.1|AFTU01000025.1|1|1|sel32|sel32|staphylococcal_enterotoxin_type_32 AFTU01000025.1:10294-11025
332312687|EGJ25782.1|CM001159.1|1|1|arsD|arsD|arsenite_efflux_transporter_metallochaperone_ArsD CM001159.1:2399583-2399954
41176|CAA40744.1|X57524.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF X57524.1:1486-3582
407064638|AFS85685.1|CP003301.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF CP003301.1:3246339-3244237
414655|CAA51960.1|X73562.1|1|1|ibp|ibp|ADP-ribosylating_binary_toxin_iota_binding_subunit_Ib X73562.1:2870-5497
41453|CAA32535.1|X14354.1|1|1|fim41a|fim41a|fimbrial_adhesin_F41_protein_Fim41a X14354.1:255-1088
380503729|BAL72684.1|AB583184.1|1|1|cdtB|cdtB|cytolethal_distending_toxin_nuclease_subunit_CdtB AB583184.1:5034-5843
374362005|AEZ43710.1|CP003111.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA CP003111.1:49555-50880
390980685|AFM31243.1|JX101866.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 JX101866.1:52-1086
38154560|AAR12207.1|AY365045.1|1|1|cdtB_III|cdtB_III|cytolethal_distending_toxin_type_III/V_nuclease_subunit_CdtB AY365045.1:884-1693
325048864|BAJ79296.1|AB571094.1|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA AB571094.1:34-516
283445101|ADB20445.1|GQ259888.1|1|1|toxB|toxB|toxin_B GQ259888.1:36407-26907
282950079|CBG89712.1|FN543502.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA FN543502.1:3151659-3151081
290764920|ADD58881.1|CP001846.1|1|1|gamma-1|gamma-1|intimin_type_gamma CP001846.1:4486772-4483968
284924624|CBG27812.1|FN554767.1|1|1|aar|aar|AggR-activated_transcriptional_regulator_Aar FN554767.1:46234-46437
257764761|BAI36256.1|AP010960.1|1|1|nleC|nleC|type_III_secretion_system_effector_zinc_metalloprotease_NleC AP010960.1:2393998-2393012
257760830|BAI32327.1|AP010958.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AP010958.1:3681871-3680927
2765304|CAA73668.1|Y13225.1|1|1|lukD|lukD|bi-component_leukocidin_LukED_subunit_D Y13225.1:1457-2440
26107524|AAN79707.1|AE014075.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN AE014075.1:1198162-1200339
304951|AAA16360.1|L11078.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A L11078.1:177-1136
30387014|CAD56186.1|AJ515252.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AJ515252.1:10401-12497
3249027|AAC69314.1|AF070067.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF070067.1:1303-2979
307554992|ADN47767.1|CP001671.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CP001671.1:3366475-3364385
293329995|BAJ04486.1|AB523688.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AB523688.1:1-825
29242936|AAO66617.1|AY223511.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AY223511.1:1-579
29897410|AAP10686.1|AE016877.1|1|1|plcA|plcA|phosphatidylinositol_diacylglycerol-lyase AE016877.1:3725489-3724500
293330000|BAJ04488.1|AB523691.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AB523691.1:1-825
18462578|AAL72350.1|AF386526.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD AF386526.1:110086-109088
195957566|ACG59676.1|EU871627.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA EU871627.1:10596-10018
1753231480|KAA9473339.1|QDBI01000003.1|1|1|arsB_Lm|arsB_Lm|arsenite_efflux_transporter_membrane_subunit_ArsB QDBI01000003.1:9285-8203
18147067|BAB83022.1|AB048237.1|1|1|stxA1c|stxA1c|Shiga_toxin_Stx1c_subunit_A AB048237.1:1-948
14893|CAA30714.1|X07865.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A X07865.1:239-1198
148750707|ABR09961.1|EF441618.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B EF441618.1:972-1241
1524027|CAA63849.1|X94129.1|1|1|ehxA|ehxA|enterohemolysin_EhxA X94129.1:1-2997
14894|CAA30715.1|X07865.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B X07865.1:1210-1479
148750668|ABR09935.1|EF441604.1|1|1|stxB2c|stxB2c|Shiga_toxin_Stx2c_subunit_B EF441604.1:972-1241
147825|AAA19189.1|M21534.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A M21534.1:242-1201
148750671|ABR09937.1|EF441605.1|1|1|stxB2d|stxB2d|Shiga_toxin_Stx2d_subunit_B EF441605.1:972-1241
148750670|ABR09936.1|EF441605.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A EF441605.1:1-960
164457616|BAF96525.1|AB303060.1|1|1|espJ|espJ|type_III_secretion_system_effector_ADP-ribosyltransferase_EspJ AB303060.1:9961-9308
1644265|BAA13544.1|D88145.1|1|1|ystB|ystB|ST-I_family_heat-stable_enterotoxin_YstB D88145.1:97-312
161511883|CAP17610.1|AM904726.1|1|1|stxB2e|stxB2e|Shiga_toxin_Stx2e_subunit_B AM904726.1:1058-1327
221361403|CAX18553.1|FM986650.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB FM986650.1:11362-12351
222708717|ACM67160.1|FJ609815.1|1|1|beta-1|beta-1|intimin_type_beta FJ609815.1:126-2945
222708703|ACM67153.1|FJ609808.1|1|1|lambda-2|lambda-2|intimin_type_lambda FJ609808.1:125-2941
224471378|BAH24012.1|AB456530.1|1|1|toxB|toxB|toxin_B AB456530.1:1-9501
222708687|ACM67145.1|FJ609800.1|1|1|iota-1|iota-1|intimin_type_iota FJ609800.1:125-2938
215489840|CAS06723.1|FM872421.1|1|1|alpha-6|alpha-6|intimin_type_zeta FM872421.1:113-2929
22001090|AAM88299.1|AF411067.1|1|1|astA|astA|heat-stable_enterotoxin_EAST1 AF411067.1:5514-5398
218360097|CAQ97644.1|CU928160.2|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CU928160.2:828598-828257
218359306|CAU95796.1|CU928159.2|1|1|aatA|aatA|dispersin_export_ABC_transporter_outer_membrane_protein_AatA CU928159.2:39845-38607
7239821|AAB26855.2|AH004279.2|1|1|nfaE|nfaE|Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE AH004279.2:76-819
63002570|AAY25394.1|DQ007023.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir DQ007023.1:1-1656
61652453|AAX47729.1|AY944736.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AY944736.1:1-1617
706082273|KGT34314.1|JPIP01000949.1|1|1|catC|catC|type_B_chloramphenicol_O-acetyltransferase JPIP01000949.1:1104-445
674138353|AIK83625.1|CP009208.1|1|1|rmpC|rmpC|mucoid_phenotype_regulator_RmpC CP009208.1:5268324-5268725
81241386|ABB62096.1|CP000034.1|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 CP000034.1:1814404-1812689
78214792|ABB36586.1|DQ235775.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A DQ235775.1:1-960
817048098|AKF16652.1|KP739975.1|1|1|netF|netF|necrotizing_enteritis_toxin_NetF KP739975.1:154804-155721
81248217|ABB68924.1|CP000037.1|1|1|virF|virF|AraC_family_invasion_system_transcriptional_regulator_VirF CP000037.1:38539-39327
760237697|AJP10336.1|CP010905.2|1|1|tcdB|tcdB|glycosylating_toxin_TcdB CP010905.2:771933-779033
753571906|AJI07938.1|CP009591.1|1|1|bpsX|bpsX|LytR_family_transcriptional_regulator_BpsX CP009591.1:204431-203517
61652451|AAX47728.1|AY944735.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AY944735.1:1-1617
535089|CAA85370.1|Z36901.1|1|1|stxA1c|stxA1c|Shiga_toxin_Stx1c_subunit_A Z36901.1:156-1103
49868023|AAT68785.1|AF399919.3|1|1|subA|subA|subtilase_AB5_cytotoxin_subunit_A AF399919.3:14768-13725
505581118|AGL98063.1|KC527544.1|1|1|cerB|cerB|sphingomyelinase_CerB KC527544.1:1-1002
6009400|BAA84859.1|AB024946.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AB024946.1:20757-21581
6009379|BAA84838.1|AB024946.1|1|1|bfpA|bfpA|bundle-forming_pilus_major_subunit_BfpA AB024946.1:2714-3295
60499757|AAT35241.2|AY545598.5|1|1|tsh|tsh|temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh AY545598.5:170806-166673
6013469|AAD49229.2|AF159462.2|1|1|efa1|efa1|lymphostatin_Efa1/LifA AF159462.2:530-10201
5532465|AAD44749.1|AF141323.1|1|1|iucD|iucD|NADPH-dependent_L-lysine_N(6)-monooxygenase_IucD AF141323.1:18756-20093
545581792|AGW33874.1|CP003603.1|1|1|lukS-PV|lukS-PV|Panton-Valentine_bi-component_leukocidin_subunit_S CP003603.1:1535797-1534859
582603354|EVY93839.1|JDNQ01000016.1|1|1|ser|ser|staphylococcal_enterotoxin_type_R JDNQ01000016.1:12804-13583
57434448|CAI43865.1|AJ303141.2|1|1|epsilon-1|epsilon-1|intimin_type_epsilon AJ303141.2:77397-74551
893138849|CNC59088.1|CPVJ01000032.1|1|1|lcrV|lcrV|type_III_secretion_system_needle_tip_protein_LcrV CPVJ01000032.1:33608-34597
24053382|AAN44449.1|AE005674.2|1|1|sigA|sigA|serine_protease_autotransporter_toxin_SigA AE005674.2:3060437-3064294
24051696|AAN42986.1|AE005674.2|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 AE005674.2:1423779-1422064
228756528|EEM05837.1|ACMV01000124.1|1|1|entFM|entFM|enterotoxin_EntFM ACMV01000124.1:19110-20432
229487242|CAY54182.1|FN391182.1|1|1|bfpA|bfpA|bundle-forming_pilus_major_subunit_BfpA FN391182.1:25-606
260213855|CBE05858.1|FN545816.1|1|1|bin_CdtB|bin_CdtB|ADP-ribosylating_binary_toxin_binding_subunit_CdtB FN545816.1:2921369-2923999
25992116|AAN77061.1|AF500191.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AF500191.1:168-1127
2665524|AAB88410.1|AF013122.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF013122.1:70-1719
2662339|BAA23656.1|D63578.1|1|1|ystC|ystC|ST-I_family_heat-stable_enterotoxin_YstC D63578.1:88-306
257146594|CAX45746.1|FM998860.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A FM998860.1:1-960
257146552|CAX45718.1|FM998846.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A FM998846.1:1-960
257753971|BAI25473.1|AP010953.1|1|1|nleC|nleC|type_III_secretion_system_effector_zinc_metalloprotease_NleC AP010953.1:2171988-2171002
257146606|CAX51714.1|FN182286.1|1|1|stxA2e|stxA2e|Shiga_toxin_Stx2e_subunit_A FN182286.1:1-960
222708731|ACM67167.1|FJ609822.1|1|1|epsilon-6|epsilon-6|intimin_type_epsilon FJ609822.1:125-2971
222708689|ACM67146.1|FJ609801.1|1|1|alpha-2|alpha-2|intimin_type_alpha FJ609801.1:125-2944
41581508|AAS07589.1|AY443048.1|1|1|stxB2d|stxB2d|Shiga_toxin_Stx2d_subunit_B AY443048.1:1087-1356
41581498|AAS07582.1|AY443045.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY443045.1:1-960
41581534|AAS07606.1|AY443057.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A AY443057.1:1-960
41581519|AAS07596.1|AY443052.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY443052.1:123-1082
403299|CAA50007.1|X70670.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 X70670.1:856-3900
38636512|CAD87828.1|AJ555214.1|1|1|sta1|sta1|heat-stable_enterotoxin_ST-I_group_a AJ555214.1:2025-1807
4091909|AAC99337.1|AF064683.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AF064683.1:73-648
406780449|AFS59871.1|CP003299.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA CP003299.1:47212-43118
4877347|BAA77749.1|AB012101.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB012101.1:1-960
49091|CAA46768.1|X65949.1|1|1|stxB2b|stxB2b|Shiga_toxin_Stx2b_subunit_B X65949.1:1548-1811
422941507|AFX83959.1|JQ994271.1|1|1|subA|subA|subtilase_AB5_cytotoxin_subunit_A JQ994271.1:6262-7305
42293|CAA43562.1|X61239.1|1|1|papA|papA|P_fimbria_major_subunit_PapA X61239.1:1763-2320
4335914|AAD17514.1|AF055311.1|1|1|f17g|f17g|F17G_fimbrial_adhesin AF055311.1:1-1032
42301|CAA43570.1|X61239.1|1|1|papG-I|papG-I|P_fimbria_tip_G-adhesin_PapG-I X61239.1:8679-9686
349740291|AEQ14997.1|CP003034.1|1|1|eilA|eilA|HilA_family_transcriptional_regulator_EilA CP003034.1:4367546-4369243
30254271|AAP24685.1|AE016879.1|1|1|inhA2|inhA2|M6_family_metalloprotease_immune_inhibitor_InhA2 AE016879.1:688880-691279
30026597|AAP03990.1|AY237108.2|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AY237108.2:7592-5496
30313372|AAM22257.1|AY095209.1|1|1|stxB2d|stxB2d|Shiga_toxin_Stx2d_subunit_B AY095209.1:1442-1711
30313371|AAM22256.1|AY095209.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AY095209.1:471-1430
28192584|AAO19476.1|AY170851.1|1|1|stxB1d|stxB1d|Shiga_toxin_Stx1d_subunit_B AY170851.1:968-1237
2696712|BAA24008.1|AB006796.1|1|1|lukF-PV|lukF-PV|Panton-Valentine_bi-component_leukocidin_subunit_F AB006796.1:1989-2966
29895642|AAP08924.1|AE016877.1|1|1|entFM|entFM|enterotoxin_EntFM AE016877.1:1899963-1901255
294490665|ADE89421.1|CP001969.1|1|1|sslE|sslE|lipoprotein_metalloprotease_SslE CP001969.1:3475796-3471234
337235577|AEI60187.1|HQ850970.1|1|1|selX|selX|staphylococcal_enterotoxin-like_toxin_X HQ850970.1:1-612
